1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,Label
0.71681,0.55482,0.19799,0.46302,0.22859,0.32636,0.19075,0.35668,0.84136,0.65058,0.4625,0.45219,0.21664,0.24643,0.39124,0.41124,0.75877,0.77929,0.51721,0.42777,0.21133,0.20577,0.33199,0.23746,0.68006,0.43965,0.27426,0.41674,0.16853,0.26728,0.22737,0.31404,0.77238,0.61156,1.0622,0.60984,0.83138,1.0254,1.324,1.0854,1.0685,0.78739,1.0101,0.9206,0.7762,0.79672,0.87128,0.86712,0.51253,0.65006,0.42193,0.38493,0.4656,0.34922,0.23617,0.25564,1.1026,0.8149,0.75139,0.65398,0.50406,0.67491,0.58883,0.4644,0.15923,0.13764,0.16965,0.16164,0.16436,0.1482,0.15946,0.16549,0.22669,0.2453,0.25548,0.24112,0.19147,0.19651,0.20434,0.20863,0.38041,0.27475,0.34864,0.25449,0.35297,0.4658,0.37292,0.43443,0.24216,0.27824,0.28896,0.26314,0.43038,0.41189,0.31282,0.31096,0.59293,0.60065,0.85914,0.56545,0.78254,0.89326,1.089,1.009,0.65015,0.61268,0.52262,0.53049,0.64962,0.63851,0.50136,0.65199,0.37975,0.32926,0.27846,0.28563,0.64277,0.54724,0.40445,0.51698,0.81624,0.76854,0.70544,0.73025,0.68635,0.88768,0.56435,0.67632,0.22013,0.21418,0.18271,0.211,0.22224,0.18986,0.18399,0.18683,0.21802,0.20594,0.18947,0.20034,0.21634,0.23663,0.19781,0.25314,0.19386,0.18807,0.23701,0.22376,0.21089,0.26258,0.23677,0.2601,0.21165,0.21774,0.21836,0.24177,0.21443,0.244,0.23994,0.27453,0.28479,0.27565,0.29326,0.2912,0.31563,0.28804,0.28736,0.30225,0.23267,0.25282,0.23495,0.23219,0.23921,0.23446,0.24183,0.25829,0.21546,0.19804,0.2703,0.31267,0.25114,0.2304,0.22735,0.2513,0.23675,0.21649,0.21166,0.24621,0.24237,0.2668,0.21936,0.24143,0.1807,0.16021,0.17798,0.16223,0.18135,0.17603,0.20842,0.16161,0.30178,0.27625,0.24872,0.28058,0.20601,0.2151,0.23428,0.2354,0.33756,0.29444,0.26997,0.30291,0.31016,0.30155,0.33982,0.26224,0.351,0.36928,0.34019,0.34088,0.35836,0.30991,0.33288,0.3032,0.40146,0.37454,0.31479,0.27576,0.26656,0.28518,0.27045,0.28263,0.33195,0.3572,0.33398,0.3143,0.32248,0.31337,0.32148,0.35295,0.26599,0.30116,0.32576,0.38294,0.30175,0.31426,0.30864,0.25301,0.3179,0.30999,0.3156,0.28648,0.26589,0.29715,0.28492,S4
0.60721,0.46573,0.13421,0.24919,0.20032,0.3642,0.18628,0.29906,0.52301,0.55335,0.54356,0.35796,0.21001,0.19156,0.49717,0.53135,0.60313,0.4589,0.48715,0.57124,0.20015,0.23194,0.34467,0.30818,0.44466,0.37672,0.37759,0.38392,0.18483,0.28591,0.21435,0.24802,0.47452,0.43417,0.68622,0.48978,0.91613,0.99917,0.84498,1.2769,1.1482,0.99529,0.90584,0.87867,0.75452,0.83092,1.1468,0.97087,0.60925,0.51778,0.39241,0.46653,0.30411,0.34056,0.30045,0.4136,1.032,1.0131,0.66635,0.85807,0.38545,0.7449,0.67529,0.64082,0.40997,0.21746,0.1985,0.29491,0.20817,0.18612,0.16204,0.18808,0.33355,0.29061,0.29402,0.29918,0.16832,0.23715,0.29784,0.27219,0.31874,0.32237,0.33333,0.339,0.39107,0.39601,0.33787,0.39375,0.3531,0.38456,0.37301,0.37667,0.4055,0.37287,0.36553,0.57886,0.52136,0.49228,0.66665,0.49528,0.7369,0.75501,0.64711,0.96477,0.87603,0.6013,0.48615,0.49918,0.71584,0.52541,0.59734,0.53204,0.37914,0.34669,0.32889,0.30718,0.53616,0.51233,0.28265,0.37178,0.88078,0.68369,0.53433,0.52801,0.5179,0.77014,0.59705,0.90156,0.23504,0.23304,0.20067,0.19669,0.26225,0.23177,0.20546,0.2415,0.18459,0.22253,0.2016,0.20372,0.21103,0.20488,0.20383,0.21115,0.20665,0.22698,0.20419,0.25777,0.19458,0.22272,0.22665,0.20438,0.24232,0.25396,0.19205,0.23956,0.20265,0.20942,0.20435,0.26748,0.27305,0.3422,0.31221,0.31776,0.28209,0.34989,0.26416,0.27571,0.23441,0.27298,0.26947,0.25392,0.24918,0.21279,0.25414,0.20506,0.30685,0.23229,0.24786,0.29299,0.24464,0.23838,0.3041,0.25428,0.23101,0.25352,0.23555,0.25323,0.25349,0.3181,0.20721,0.24886,0.25985,0.18149,0.18264,0.1928,0.23024,0.20459,0.18965,0.1918,0.39381,0.30561,0.27685,0.27865,0.22348,0.24076,0.28903,0.2851,0.40235,0.32731,0.28744,0.37263,0.35431,0.3178,0.31104,0.34866,0.26624,0.3499,0.35331,0.3592,0.47043,0.38924,0.33404,0.47116,0.29225,0.29072,0.28477,0.33625,0.30467,0.2731,0.24911,0.24521,0.33516,0.31445,0.29246,0.27798,0.267,0.30602,0.25,0.28414,0.3086,0.33262,0.3055,0.31419,0.35025,0.28235,0.32766,0.33373,0.28988,0.32572,0.33283,0.38106,0.27487,0.28924,0.31487,S4
1.1543,0.47785,0.17243,0.49924,0.2435,0.41255,0.1971,0.37978,0.56914,0.53402,0.62255,0.37798,0.27386,0.22654,0.49297,0.41293,0.80848,0.56314,0.4408,0.64209,0.24447,0.27011,0.33294,0.34745,0.4421,0.32136,0.3356,0.38199,0.19782,0.36512,0.22504,0.27421,0.5285,0.58674,0.70761,0.64404,0.88296,1.1299,0.82655,0.98152,1.037,0.83479,0.91275,0.94091,0.84907,0.91535,0.97711,0.86492,0.75041,0.56787,0.38795,0.49779,0.33979,0.34543,0.30423,0.36606,1.087,0.95772,0.67441,0.77903,0.32043,0.73083,0.71203,0.75115,0.24034,0.19636,0.22165,0.18983,0.17673,0.17861,0.22699,0.18953,0.3275,0.32594,0.31474,0.32612,0.23097,0.26057,0.32217,0.26548,0.33702,0.32067,0.39689,0.35742,0.38265,0.34456,0.37037,0.4295,0.3136,0.30627,0.2977,0.29514,0.38206,0.46069,0.29446,0.35591,0.55458,0.48322,0.80276,0.53812,0.71796,0.79956,0.70928,0.7368,0.70581,0.54845,0.55784,0.51891,0.55278,0.51397,0.54046,0.48475,0.36711,0.31905,0.36634,0.37375,0.60183,0.54095,0.35297,0.45152,0.79811,0.71712,0.58268,0.54205,0.60574,0.93054,0.6323,0.93176,0.72738,0.34957,0.26139,0.54581,0.17243,0.24236,0.20055,0.22585,0.2151,0.24669,0.22401,0.23339,0.28748,0.22395,0.20118,0.26295,0.23482,0.31356,0.22367,0.29787,0.29025,0.25715,0.22356,0.24838,0.21477,0.23031,0.20281,0.24937,0.25234,0.29624,0.22675,0.26115,0.32215,0.31321,0.36399,0.38599,0.31431,0.33176,0.30578,0.34938,0.37848,0.33045,0.28853,0.35227,0.30072,0.33116,0.40147,0.44784,0.23336,0.23376,0.24026,0.26373,0.25811,0.29555,0.29104,0.3508,0.37417,0.31286,0.29308,0.40282,0.25932,0.24553,0.25378,0.23114,0.17856,0.1843,0.20695,0.22214,0.27789,0.26459,0.15308,0.20376,0.34853,0.32789,0.27822,0.278,0.18198,0.2402,0.28764,0.32275,0.34199,0.33616,0.28229,0.34724,0.28797,0.30762,0.28677,0.32771,0.30853,0.34087,0.34131,0.30083,0.39563,0.32918,0.3798,0.34982,0.37438,0.31752,0.34221,0.41164,0.31115,0.36375,0.30008,0.3826,0.36232,0.34717,0.38633,0.39478,0.30582,0.34134,0.38822,0.38201,0.36985,0.3343,0.34589,0.37934,0.29887,0.37477,0.30111,0.33118,0.33552,0.30217,0.42128,0.41343,0.33855,0.38816,0.38414,S4
1.0365,0.52478,0.17242,0.46883,0.1875,0.37414,0.20271,0.2845,0.61145,0.51461,0.54941,0.37047,0.23474,0.20685,0.47112,0.37464,0.62644,0.49188,0.39018,0.57521,0.19934,0.20799,0.36919,0.306,0.46356,0.35255,0.35443,0.37787,0.2132,0.34653,0.24702,0.31795,0.45763,0.42153,0.82929,0.48018,0.87843,1.1271,0.88681,1.0236,1.0848,0.94705,0.86034,0.83729,0.84196,0.96556,0.98872,0.98474,0.51902,0.56682,0.33883,0.43204,0.32791,0.36517,0.28223,0.40862,1.1018,1.0097,0.68287,0.82907,0.33554,0.68486,0.58505,0.74915,0.63836,0.33504,0.20241,0.49464,0.25347,0.33429,0.17438,0.21306,0.21539,0.21406,0.27149,0.18428,0.21303,0.19475,0.46537,0.61527,0.44825,0.37686,0.62109,0.91705,0.30402,0.45483,0.92832,1.2435,0.22584,0.23316,0.24378,0.23531,0.33039,0.32499,0.27198,0.27929,0.58538,0.45949,0.68214,0.58861,0.78133,0.8274,0.68475,0.76525,0.85097,0.61792,0.4809,0.52296,0.65877,0.57468,0.61204,0.59389,0.32449,0.27546,0.41918,0.42803,0.50566,0.4581,0.50716,0.46376,0.94247,0.77013,0.6313,0.55782,0.67579,0.81492,0.6401,0.8527,0.17383,0.13481,0.17956,0.22465,0.19032,0.1817,0.1669,0.14596,0.28402,0.24239,0.22887,0.39197,0.17652,0.17064,0.17373,0.1871,0.1978,0.18633,0.23088,0.17828,0.22212,0.20298,0.30676,0.30009,0.23989,0.27527,0.28877,0.2792,0.17961,0.22782,0.58305,0.85065,0.33975,0.23922,0.26637,0.25041,0.2178,0.20951,0.24457,0.19478,0.2389,0.20431,0.23748,0.36802,0.255,0.22125,0.31479,0.35306,0.25115,0.22288,0.20249,0.26532,0.31272,0.51326,0.22006,0.20479,0.20867,0.26194,0.20287,0.29765,0.39053,0.52176,0.20422,0.68297,0.4227,0.19576,0.21744,0.35028,0.24807,0.26454,0.1981,0.18568,0.3,0.27952,0.30543,0.30357,0.21225,0.20818,0.56419,0.43055,0.63693,0.33764,0.32782,0.45985,0.25905,0.31256,0.3639,0.65654,0.2682,0.25285,0.27971,0.27727,0.25379,0.33657,0.36031,0.44217,0.4798,0.31611,0.27351,0.41423,0.2354,0.29447,0.35049,0.38567,0.30972,0.20945,0.33367,0.3022,0.28716,0.29309,0.43315,0.40747,0.54261,0.34253,0.31133,0.43167,0.2574,0.32932,0.3708,0.38879,0.32971,0.29766,0.32905,0.33469,0.29838,0.35056,0.30676,S4
0.71496,0.53399,0.19642,0.49139,0.23599,0.39662,0.20024,0.37141,0.65511,0.57769,0.6122,0.40381,0.1989,0.21832,0.59091,0.43292,0.4884,0.47671,0.48501,0.55413,0.23491,0.21934,0.34532,0.33136,0.49371,0.38256,0.36628,0.35973,0.22177,0.37449,0.2218,0.31834,0.76566,0.51521,0.71774,0.64077,1.0989,1.128,0.92936,1.0458,0.97386,0.81536,0.83906,0.76443,0.82112,0.92533,0.88044,1.0456,0.64718,0.53015,0.37662,0.47933,0.37944,0.43342,0.32178,0.36717,1.1764,0.89006,0.73898,0.8648,0.36878,0.72814,0.60234,0.76847,0.49692,0.15509,0.20996,0.18881,0.27861,0.19231,0.22998,0.1906,0.30905,0.26245,0.25839,0.31136,0.20392,0.20444,0.24811,0.23035,0.44806,0.46994,0.54616,0.42519,0.35667,0.36602,0.49618,0.504,0.35325,0.25217,0.30104,0.24042,0.42153,0.34317,0.45365,0.51861,0.5394,0.45483,0.60889,0.47724,0.66483,0.96004,0.85591,0.70213,0.79376,0.61695,0.45075,0.48254,0.61128,0.62532,0.5023,0.48618,0.32196,0.31866,0.40898,0.33246,0.52488,0.52025,0.34789,0.42252,0.78655,0.75788,0.54889,0.55388,0.55578,0.84429,0.57955,0.8645,0.52386,0.21539,0.16586,0.22471,0.21961,0.18597,0.18467,0.19956,0.33389,0.27599,0.19083,0.20391,0.24874,0.22029,0.18647,0.25982,0.36564,0.25472,0.30087,0.22985,0.29594,0.20584,0.1969,0.19375,0.24223,0.23909,0.19821,0.20057,0.2123,0.17172,0.19887,0.23357,0.49672,0.39803,0.35521,0.35451,0.24405,0.31284,0.34198,0.31594,0.38479,0.29824,0.2507,0.28034,0.21475,0.23404,0.24508,0.24742,0.28147,0.21381,0.21448,0.18156,0.23868,0.26151,0.20906,0.25082,0.25175,0.17174,0.2155,0.16093,0.21071,0.22601,0.22927,0.21402,0.25121,0.1812,0.29795,0.18314,0.23581,0.20057,0.2412,0.18664,0.3383,0.28526,0.33648,0.24325,0.20491,0.23604,0.30358,0.23093,0.43471,0.33518,0.27645,0.28059,0.32984,0.2575,0.29229,0.3178,0.38805,0.27923,0.32487,0.33608,0.30445,0.27781,0.35277,0.36297,0.62365,0.245,0.26203,0.23557,0.3506,0.26106,0.26897,0.28997,0.32222,0.25512,0.28477,0.38582,0.29233,0.25503,0.25164,0.27402,0.48629,0.34961,0.35696,0.35365,0.3133,0.4473,0.3452,0.38128,0.27523,0.30688,0.34913,0.29058,0.39549,0.60051,0.38648,S4
0.6424,0.58693,0.14335,0.27624,0.27052,0.37576,0.19523,0.25157,0.65036,0.54857,0.42464,0.26728,0.26956,0.23063,0.42881,0.31611,0.44722,0.45134,0.46685,0.61552,0.20389,0.21094,0.32375,0.2781,0.53178,0.38823,0.35757,0.3497,0.24888,0.3359,0.26742,0.24364,0.52361,0.38917,0.58718,0.43625,0.69325,0.92908,0.78642,1.0001,1.1925,1.0255,0.88881,0.91003,0.73559,0.75601,0.99453,1.0074,0.40864,0.46537,0.41404,0.43873,0.38109,0.31564,0.29757,0.34157,1.2776,0.95886,0.83098,0.78353,0.33688,0.62269,0.85046,0.64217,0.23496,0.18522,0.16543,0.19997,0.17798,0.18512,0.15766,0.15642,0.24417,0.24341,0.23554,0.19572,0.17621,0.23162,0.27322,0.2583,0.31267,0.29869,0.31197,0.28066,0.39445,0.38921,0.33735,0.42429,0.29639,0.22696,0.35814,0.27662,0.34541,0.36819,0.30763,0.40237,0.52013,0.41213,0.56272,0.39356,0.56735,0.72217,0.67221,0.7338,0.76842,0.62648,0.49096,0.4629,0.49836,0.6322,0.5081,0.65811,0.29752,0.28116,0.24926,0.31032,0.53832,0.48099,0.32027,0.38005,0.81897,0.75285,0.50919,0.50077,0.67252,0.82463,0.65264,0.73857,0.25396,0.19377,0.16932,0.18674,0.21677,0.2025,0.19607,0.20816,0.18143,0.20463,0.20294,0.22147,0.18979,0.18895,0.21393,0.17321,0.20781,0.19557,0.21746,0.22469,0.20448,0.22513,0.20225,0.22446,0.25727,0.18648,0.20787,0.19104,0.23594,0.20678,0.23012,0.23795,0.24145,0.23895,0.25579,0.24507,0.22242,0.22803,0.25438,0.234,0.24894,0.25897,0.2191,0.27379,0.19949,0.25127,0.21903,0.19789,0.18668,0.21096,0.2143,0.19171,0.24359,0.21771,0.2558,0.22345,0.23559,0.26054,0.17676,0.29018,0.20702,0.23061,0.21587,0.21034,0.2007,0.15564,0.1926,0.21577,0.21152,0.15732,0.16682,0.15242,0.31206,0.27271,0.22426,0.23369,0.20088,0.22957,0.23673,0.25997,0.34074,0.29946,0.34226,0.29393,0.43604,0.28504,0.26629,0.27282,0.33501,0.27196,0.30116,0.30663,0.29401,0.32936,0.34044,0.30722,0.28674,0.24262,0.20976,0.26395,0.23908,0.23282,0.2628,0.29316,0.31281,0.2819,0.25958,0.27372,0.22548,0.22675,0.26079,0.23678,0.35979,0.31618,0.2815,0.28805,0.32423,0.28275,0.28568,0.30197,0.24498,0.27682,0.26267,0.33404,0.29588,0.27225,0.25454,S4
0.60371,0.54724,0.18375,0.29417,0.2558,0.41771,0.18093,0.24989,0.57179,0.55906,0.38134,0.25365,0.32139,0.25394,0.47361,0.355,0.6695,0.51884,0.59531,0.57446,0.31486,0.21401,0.32503,0.2646,0.44751,0.38218,0.29517,0.33933,0.27257,0.34433,0.22784,0.26198,0.5019,0.48885,0.71137,0.47162,0.79358,0.93336,0.71739,0.97274,1.1815,1.1418,0.92866,0.96791,0.80817,0.95859,1.0614,0.89975,0.55694,0.56449,0.46274,0.50852,0.34329,0.30688,0.32451,0.37042,1.0897,0.88241,0.86439,0.91411,0.36122,0.54369,0.68177,0.6662,0.27298,0.13482,0.20605,0.16644,0.15869,0.16612,0.17657,0.17662,0.21918,0.18578,0.29903,0.25454,0.19408,0.26267,0.2218,0.29984,0.30486,0.32832,0.29211,0.31137,0.31765,0.36474,0.33229,0.3788,0.30984,0.22918,0.24976,0.24305,0.36428,0.35411,0.30859,0.3703,0.57438,0.45534,0.55685,0.43815,0.54353,0.81861,0.68923,0.74313,0.83438,0.63537,0.58432,0.49349,0.59209,0.7098,0.56753,0.53825,0.29546,0.28677,0.25653,0.27341,0.53677,0.47436,0.28488,0.36761,0.83015,0.80072,0.52246,0.52474,0.58688,0.76329,0.596,0.76638,0.45062,0.18246,0.16812,0.18834,0.1935,0.17154,0.18473,0.19563,0.2003,0.18751,0.21223,0.18332,0.22328,0.22127,0.19568,0.19066,0.31621,0.18299,0.23571,0.21581,0.23214,0.27152,0.23147,0.19661,0.16704,0.17914,0.20111,0.2122,0.23448,0.19664,0.19649,0.18275,0.2422,0.22126,0.2219,0.21382,0.24716,0.21701,0.27031,0.25794,0.24783,0.21588,0.24176,0.1978,0.25173,0.21165,0.22916,0.27878,0.21561,0.19361,0.21816,0.21377,0.23352,0.2832,0.2038,0.25711,0.21408,0.24915,0.17934,0.27804,0.21291,0.18593,0.2134,0.17926,0.24882,0.16988,0.15561,0.20698,0.19984,0.18409,0.17609,0.16573,0.31626,0.28546,0.25914,0.2791,0.18153,0.21804,0.22938,0.23301,0.37047,0.31026,0.28239,0.29524,0.31021,0.2737,0.27521,0.24669,0.29847,0.2916,0.26954,0.32036,0.24855,0.26182,0.31267,0.32044,0.23967,0.17738,0.21016,0.20452,0.22551,0.21614,0.23069,0.21989,0.23383,0.21781,0.23028,0.25178,0.19126,0.24095,0.21864,0.26245,0.29004,0.27641,0.30886,0.38832,0.26048,0.25386,0.27393,0.29081,0.25305,0.26516,0.21814,0.2423,0.26328,0.30238,0.27617,S4
1.4742,0.67062,0.19496,0.3972,0.24735,0.52694,0.20338,0.31332,0.55882,0.48235,0.35946,0.24968,0.28673,0.26191,0.4628,0.3152,0.5319,0.41732,0.48197,0.52582,0.19729,0.22868,0.33095,0.30496,0.51605,0.3462,0.30322,0.34117,0.2119,0.34001,0.24624,0.32877,0.50927,0.41525,0.60992,0.44807,0.73901,0.94831,0.65566,0.83999,1.1773,1.0014,1.01,1.0539,0.71172,0.843,1.2193,1.0268,0.46408,0.50843,0.38036,0.41112,0.32367,0.30927,0.32933,0.40561,1.2264,0.98324,0.88115,0.86847,0.35182,0.49019,0.77455,0.61762,0.59816,0.15936,0.16594,0.15552,0.28986,0.22654,0.20811,0.23659,0.30591,0.2221,0.40976,0.24439,0.2189,0.30803,0.36865,0.31161,0.34382,0.35204,0.34975,0.32034,0.35732,0.45992,0.36044,0.39892,0.33351,0.2765,0.30837,0.26389,0.30917,0.39918,0.30563,0.33048,0.56203,0.396,0.42087,0.41667,0.63975,0.63004,0.64484,0.6014,0.9064,0.60866,0.54166,0.49691,0.59226,0.60035,0.53749,0.6404,0.29516,0.28839,0.26775,0.30136,0.52431,0.53641,0.34955,0.38211,0.87532,0.75807,0.51684,0.5555,0.75079,0.85527,0.56587,0.72319,0.23886,0.16894,0.174,0.19655,0.20485,0.21136,0.18363,0.19975,0.22685,0.27384,0.21466,0.25111,0.19569,0.17623,0.20599,0.17483,0.21566,0.22033,0.21804,0.21159,0.21002,0.22714,0.25843,0.26226,0.30449,0.30686,0.28503,0.30085,0.20425,0.19537,0.24416,0.18892,0.28584,0.2712,0.28426,0.23583,0.23155,0.20069,0.22517,0.24431,0.28508,0.32136,0.23915,0.33769,0.26583,0.21655,0.25249,0.24872,0.18428,0.23495,0.19412,0.19722,0.23107,0.2264,0.23569,0.23171,0.2119,0.22924,0.19633,0.24511,0.22495,0.2048,0.21152,0.20963,0.21229,0.16173,0.21841,0.17427,0.23264,0.20426,0.19732,0.17466,0.36636,0.36415,0.33318,0.33936,0.25239,0.25671,0.31811,0.29109,0.37694,0.34252,0.34023,0.35464,0.32071,0.27916,0.31386,0.32163,0.32044,0.28888,0.3245,0.26027,0.33317,0.28749,0.36616,0.34356,0.33261,0.33123,0.3274,0.30355,0.28954,0.28765,0.26973,0.26015,0.29283,0.25066,0.29894,0.25868,0.28284,0.2643,0.26033,0.30674,0.50675,0.32944,0.34077,0.33036,0.316,0.35538,0.34291,0.33227,0.25336,0.31587,0.25838,0.32854,0.28518,0.38208,0.26968,S4
0.80301,0.64225,0.16774,0.33941,0.25012,0.50037,0.19085,0.2987,0.58716,0.48778,0.40701,0.26077,0.25279,0.29205,0.44024,0.39223,0.64339,0.5819,0.48051,0.58076,0.19082,0.20403,0.32996,0.27241,0.41917,0.28618,0.3502,0.3282,0.22276,0.32432,0.24578,0.23035,0.59202,0.40519,0.50608,0.45198,0.77824,0.87464,0.81329,1.0046,1.2954,1.0535,0.95041,0.98215,0.82367,0.84087,0.95726,0.93236,0.62795,0.56478,0.40035,0.47298,0.35828,0.34626,0.33789,0.46414,1.0465,1.0539,0.87159,0.94669,0.32992,0.6356,0.72799,0.76729,0.20377,0.17001,0.17139,0.18136,0.14337,0.18712,0.14676,0.1603,0.23418,0.18355,0.21944,0.20964,0.16834,0.20992,0.25649,0.22973,0.33435,0.28153,0.29246,0.29018,0.2947,0.36432,0.30892,0.40157,0.17874,0.2162,0.25209,0.19255,0.33374,0.33804,0.30978,0.29222,0.66936,0.41258,0.51264,0.44179,0.55273,0.77042,0.56171,0.72683,0.77649,0.49708,0.48852,0.51268,0.51857,0.651,0.52789,0.60978,0.37784,0.30295,0.27877,0.29317,0.6385,0.44632,0.28629,0.38261,0.78576,0.6803,0.49169,0.48591,0.59993,0.81946,0.49243,0.78559,0.18777,0.20634,0.21364,0.18298,0.20259,0.21398,0.23326,0.20003,0.34525,0.22729,0.24163,0.21303,0.18743,0.20266,0.23261,0.24939,0.22173,0.20427,0.17845,0.19661,0.24466,0.19518,0.18915,0.18603,0.29068,0.18826,0.20914,0.22121,0.24508,0.23877,0.2123,0.25831,0.24718,0.21082,0.23637,0.21926,0.26074,0.2733,0.29889,0.2562,0.27955,0.23599,0.28941,0.27093,0.20194,0.24165,0.2369,0.18915,0.21965,0.19179,0.229,0.19882,0.19679,0.21265,0.20382,0.21528,0.24614,0.24911,0.23046,0.19188,0.2196,0.22356,0.18385,0.19338,0.16431,0.13816,0.16202,0.15051,0.18759,0.18604,0.16163,0.16361,0.35406,0.28387,0.26832,0.23847,0.15256,0.21307,0.24787,0.24125,0.38527,0.35261,0.27606,0.27681,0.25771,0.26108,0.25765,0.23214,0.30217,0.29225,0.35871,0.38635,0.24577,0.30385,0.32185,0.30001,0.22931,0.21778,0.26023,0.22267,0.23869,0.21555,0.3094,0.26449,0.31477,0.24411,0.26052,0.27989,0.25806,0.21777,0.21689,0.20546,0.4111,0.32194,0.30687,0.29735,0.27172,0.28919,0.27998,0.23784,0.22124,0.27027,0.22593,0.26431,0.27952,0.27884,0.26644,S4
0.75462,0.58046,0.1483,0.26251,0.2549,0.5439,0.20259,0.32627,0.81552,0.55154,0.34114,0.22763,0.26751,0.25251,0.39641,0.2779,0.48369,0.52977,0.50288,0.65699,0.237,0.22304,0.36094,0.37013,0.58591,0.34112,0.36196,0.32634,0.25515,0.33992,0.27209,0.22167,0.47228,0.39218,0.55098,0.44638,0.70372,0.80334,0.56855,0.78676,1.3559,1.1686,1.0114,1.1158,0.6684,0.78594,1.2914,0.83191,0.63799,0.57104,0.40213,0.41386,0.32728,0.40298,0.37507,0.44626,0.98372,0.93055,0.80182,0.95307,0.39666,0.68883,0.88851,0.91728,0.15304,0.13192,0.14753,0.15875,0.15983,0.1642,0.13965,0.1618,0.24325,0.19959,0.2475,0.2204,0.18222,0.21629,0.24643,0.26286,0.2681,0.29462,0.27878,0.2542,0.30367,0.38157,0.32777,0.37664,0.22232,0.25866,0.2873,0.28475,0.31183,0.33337,0.29751,0.32006,0.49191,0.38353,0.40779,0.38502,0.48438,0.63202,0.52254,0.61242,0.69615,0.57613,0.52668,0.42148,0.50913,0.60157,0.50495,0.55326,0.26467,0.24572,0.23452,0.24899,0.52238,0.49084,0.3007,0.34697,0.73395,0.70891,0.44361,0.47081,0.54815,0.75342,0.44224,0.62991,0.22362,0.17298,0.18511,0.14853,0.2152,0.21777,0.14914,0.20109,0.19646,0.19955,0.17423,0.22103,0.18838,0.17189,0.17796,0.18845,0.18617,0.24236,0.18969,0.2163,0.21538,0.22855,0.22635,0.19415,0.18639,0.17268,0.16456,0.18896,0.2615,0.20572,0.24827,0.20575,0.21629,0.20133,0.19713,0.16737,0.21213,0.2073,0.21579,0.22805,0.18353,0.17032,0.19365,0.18654,0.17768,0.15959,0.17938,0.15228,0.21895,0.22099,0.19386,0.16744,0.20398,0.22643,0.17471,0.17369,0.19797,0.19108,0.15821,0.17379,0.26672,0.22833,0.23427,0.17914,0.1789,0.14492,0.14342,0.14355,0.16681,0.1532,0.16971,0.14813,0.27854,0.23363,0.23809,0.23614,0.20016,0.19574,0.28525,0.2115,0.34936,0.31238,0.26884,0.30785,0.26751,0.25119,0.29048,0.27049,0.24159,0.26668,0.3634,0.27387,0.24107,0.30925,0.42297,0.40014,0.23423,0.22975,0.21687,0.19845,0.20967,0.22006,0.21918,0.2144,0.20837,0.20519,0.20701,0.22091,0.18714,0.17964,0.20348,0.18,0.38208,0.34762,0.30649,0.34715,0.26874,0.30694,0.28382,0.26835,0.23323,0.24054,0.21167,0.20887,0.25976,0.27119,0.21158,S4
